clip_id,source_pipeline,fake_label,speaker_id,audio_emotion,visual_emotion,sarcasm_label,has_z_at,has_z_v,is_ready_for_training,video_path,z_at_path,z_v_path,transcript,n_keyframes,visual_ok,has_audio,has_text,has_visual,transcript,n_keyframes,visual_ok,has_audio,has_text,has_visual
7EWOMjaKlus_005,mosei_real,0,mosei_7EWOMjaKlus_005,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7EWOMjaKlus_005.mp4,data\preprocessed\features\z_at\7EWOMjaKlus_005.pt,data\preprocessed\features\z_v\7EWOMjaKlus_005.pt,"feel satisfied so then I'd want another bag or popcorn because usually I went to popcorn next. And sometimes I try to wait and be like, I'm not.",8,1,1,1,1,"feel satisfied so then I'd want another bag or popcorn because usually I went to popcorn next. And sometimes I try to wait and be like, I'm not.",8,1,1,1,1
7EWOMjaKlus_006,mosei_real,0,mosei_7EWOMjaKlus_006,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7EWOMjaKlus_006.mp4,data\preprocessed\features\z_at\7EWOMjaKlus_006.pt,data\preprocessed\features\z_v\7EWOMjaKlus_006.pt,Tuesdays with you or Tuesdays at Tiffany.,8,1,1,1,1,Tuesdays with you or Tuesdays at Tiffany.,8,1,1,1,1
7EWOMjaKlus_007,mosei_real,0,mosei_7EWOMjaKlus_007,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7EWOMjaKlus_007.mp4,data\preprocessed\features\z_at\7EWOMjaKlus_007.pt,data\preprocessed\features\z_v\7EWOMjaKlus_007.pt,"Okay, so Tiffany, and if you're eating breakfast right now, then we are having",8,1,1,1,1,"Okay, so Tiffany, and if you're eating breakfast right now, then we are having",8,1,1,1,1
7EWOMjaKlus_008,mosei_real,0,mosei_7EWOMjaKlus_008,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7EWOMjaKlus_008.mp4,data\preprocessed\features\z_at\7EWOMjaKlus_008.pt,data\preprocessed\features\z_v\7EWOMjaKlus_008.pt,"And we are having breakfast activities on Tuesday, which is kind of fun. And today is day one of our",8,1,1,1,1,"And we are having breakfast activities on Tuesday, which is kind of fun. And today is day one of our",8,1,1,1,1
7EWOMjaKlus_010,mosei_real,0,mosei_7EWOMjaKlus_010,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7EWOMjaKlus_010.mp4,data\preprocessed\features\z_at\7EWOMjaKlus_010.pt,data\preprocessed\features\z_v\7EWOMjaKlus_010.pt,series all about food. So if you're wondering,8,1,1,1,1,series all about food. So if you're wondering,8,1,1,1,1
7EWOMjaKlus_012,mosei_real,0,mosei_7EWOMjaKlus_012,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7EWOMjaKlus_012.mp4,data\preprocessed\features\z_at\7EWOMjaKlus_012.pt,data\preprocessed\features\z_v\7EWOMjaKlus_012.pt,"Overreade or I have an eating disorder, I'm hoping that these two weeks can be awesome and help.",8,1,1,1,1,"Overreade or I have an eating disorder, I'm hoping that these two weeks can be awesome and help.",8,1,1,1,1
7EWOMjaKlus_013,mosei_real,0,mosei_7EWOMjaKlus_013,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7EWOMjaKlus_013.mp4,data\preprocessed\features\z_at\7EWOMjaKlus_013.pt,data\preprocessed\features\z_v\7EWOMjaKlus_013.pt,you awesome and helpful for you. So today I'm going to talk about overe-,8,1,1,1,1,you awesome and helpful for you. So today I'm going to talk about overe-,8,1,1,1,1
7IxmlIwqigw_002,mosei_real,0,mosei_7IxmlIwqigw_002,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7IxmlIwqigw_002.mp4,data\preprocessed\features\z_at\7IxmlIwqigw_002.pt,data\preprocessed\features\z_v\7IxmlIwqigw_002.pt,"So we already still have free drinks on board the playing, free soft drinks, free snacks.",8,1,1,1,1,"So we already still have free drinks on board the playing, free soft drinks, free snacks.",8,1,1,1,1
7IxmlIwqigw_003,mosei_real,0,mosei_7IxmlIwqigw_003,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7IxmlIwqigw_003.mp4,data\preprocessed\features\z_at\7IxmlIwqigw_003.pt,data\preprocessed\features\z_v\7IxmlIwqigw_003.pt,included in the price of a ticket that we feel should be included.,8,1,1,1,1,included in the price of a ticket that we feel should be included.,8,1,1,1,1
7IxmlIwqigw_004,mosei_real,0,mosei_7IxmlIwqigw_004,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7IxmlIwqigw_004.mp4,data\preprocessed\features\z_at\7IxmlIwqigw_004.pt,data\preprocessed\features\z_v\7IxmlIwqigw_004.pt,"Now, picture that in an economy that's already down business to so off you lose it, you know, three.",8,1,1,1,1,"Now, picture that in an economy that's already down business to so off you lose it, you know, three.",8,1,1,1,1
7IxmlIwqigw_005,mosei_real,0,mosei_7IxmlIwqigw_005,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7IxmlIwqigw_005.mp4,data\preprocessed\features\z_at\7IxmlIwqigw_005.pt,data\preprocessed\features\z_v\7IxmlIwqigw_005.pt,paid off economically for Southwest is winning customers.,8,1,1,1,1,paid off economically for Southwest is winning customers.,8,1,1,1,1
7IxmlIwqigw_007,mosei_real,0,mosei_7IxmlIwqigw_007,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7IxmlIwqigw_007.mp4,data\preprocessed\features\z_at\7IxmlIwqigw_007.pt,data\preprocessed\features\z_v\7IxmlIwqigw_007.pt,"Experiencing and travel, somebody mentioned it earlier, for many people is incremental.",8,1,1,1,1,"Experiencing and travel, somebody mentioned it earlier, for many people is incremental.",8,1,1,1,1
7IxmlIwqigw_009,mosei_real,0,mosei_7IxmlIwqigw_009,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7IxmlIwqigw_009.mp4,data\preprocessed\features\z_at\7IxmlIwqigw_009.pt,data\preprocessed\features\z_v\7IxmlIwqigw_009.pt,"you know, we all learn to word that is not a friendly word in the airline language, which",8,1,1,1,1,"you know, we all learn to word that is not a friendly word in the airline language, which",8,1,1,1,1
7R70kKqtGh0_000,mosei_real,0,mosei_7R70kKqtGh0_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7R70kKqtGh0_000.mp4,data\preprocessed\features\z_at\7R70kKqtGh0_000.pt,data\preprocessed\features\z_v\7R70kKqtGh0_000.pt,"Hello, my name is Eddie Marri, president of the Morristor here in Nicaragua.",8,1,1,1,1,"Hello, my name is Eddie Marri, president of the Morristor here in Nicaragua.",8,1,1,1,1
7SsmaZZ7mz0_000,mosei_real,0,mosei_7SsmaZZ7mz0_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7SsmaZZ7mz0_000.mp4,data\preprocessed\features\z_at\7SsmaZZ7mz0_000.pt,data\preprocessed\features\z_v\7SsmaZZ7mz0_000.pt,"Hey there, we'll see here and I'm going to make this video about Prosper. Prosper",8,1,1,1,1,"Hey there, we'll see here and I'm going to make this video about Prosper. Prosper",8,1,1,1,1
7SsmaZZ7mz0_001,mosei_real,0,mosei_7SsmaZZ7mz0_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7SsmaZZ7mz0_001.mp4,data\preprocessed\features\z_at\7SsmaZZ7mz0_001.pt,data\preprocessed\features\z_v\7SsmaZZ7mz0_001.pt,for a process website where you can get a loan for a reasonable rate.,8,1,1,1,1,for a process website where you can get a loan for a reasonable rate.,8,1,1,1,1
7SsmaZZ7mz0_002,mosei_real,0,mosei_7SsmaZZ7mz0_002,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7SsmaZZ7mz0_002.mp4,data\preprocessed\features\z_at\7SsmaZZ7mz0_002.pt,data\preprocessed\features\z_v\7SsmaZZ7mz0_002.pt,"Also, if you're an investor, you can invest and you can also make some money off the site.",8,1,1,1,1,"Also, if you're an investor, you can invest and you can also make some money off the site.",8,1,1,1,1
7SsmaZZ7mz0_003,mosei_real,0,mosei_7SsmaZZ7mz0_003,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7SsmaZZ7mz0_003.mp4,data\preprocessed\features\z_at\7SsmaZZ7mz0_003.pt,data\preprocessed\features\z_v\7SsmaZZ7mz0_003.pt,So that's why I wanted to make this video and you should definitely check it out,8,1,1,1,1,So that's why I wanted to make this video and you should definitely check it out,8,1,1,1,1
7U_z0JfleAw_000,mosei_real,0,mosei_7U_z0JfleAw_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7U_z0JfleAw_000.mp4,data\preprocessed\features\z_at\7U_z0JfleAw_000.pt,data\preprocessed\features\z_v\7U_z0JfleAw_000.pt,"It's just as quick and easy as perhaps stating Mr. Smith, thank you for continuing to hold.",8,1,1,1,1,"It's just as quick and easy as perhaps stating Mr. Smith, thank you for continuing to hold.",8,1,1,1,1
7U_z0JfleAw_001,mosei_real,0,mosei_7U_z0JfleAw_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7U_z0JfleAw_001.mp4,data\preprocessed\features\z_at\7U_z0JfleAw_001.pt,data\preprocessed\features\z_v\7U_z0JfleAw_001.pt,"Again, person doesn't feel like they're completely disconnected from you.",8,1,1,1,1,"Again, person doesn't feel like they're completely disconnected from you.",8,1,1,1,1
7U_z0JfleAw_002,mosei_real,0,mosei_7U_z0JfleAw_002,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7U_z0JfleAw_002.mp4,data\preprocessed\features\z_at\7U_z0JfleAw_002.pt,data\preprocessed\features\z_v\7U_z0JfleAw_002.pt,"When you're dealing with a customer on the phone, sometimes you're going to have to put that customer on hold.",8,1,1,1,1,"When you're dealing with a customer on the phone, sometimes you're going to have to put that customer on hold.",8,1,1,1,1
7UlSX-syPeo_002,mosei_real,0,mosei_7UlSX-syPeo_002,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7UlSX-syPeo_002.mp4,data\preprocessed\features\z_at\7UlSX-syPeo_002.pt,data\preprocessed\features\z_v\7UlSX-syPeo_002.pt,"You have the safety of a large organization that is going to have opportunities for you to grow, whether it is...",8,1,1,1,1,"You have the safety of a large organization that is going to have opportunities for you to grow, whether it is...",8,1,1,1,1
7UlSX-syPeo_003,mosei_real,0,mosei_7UlSX-syPeo_003,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7UlSX-syPeo_003.mp4,data\preprocessed\features\z_at\7UlSX-syPeo_003.pt,data\preprocessed\features\z_v\7UlSX-syPeo_003.pt,to grow whether it is within your own department moving up or whether it is in a neighboring department moving up.,8,1,1,1,1,to grow whether it is within your own department moving up or whether it is in a neighboring department moving up.,8,1,1,1,1
7UlSX-syPeo_005,mosei_real,0,mosei_7UlSX-syPeo_005,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7UlSX-syPeo_005.mp4,data\preprocessed\features\z_at\7UlSX-syPeo_005.pt,data\preprocessed\features\z_v\7UlSX-syPeo_005.pt,"Truthfully, to get right down to it, I recommend bouncing between the two.",8,1,1,1,1,"Truthfully, to get right down to it, I recommend bouncing between the two.",8,1,1,1,1
7UlSX-syPeo_007,mosei_real,0,mosei_7UlSX-syPeo_007,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7UlSX-syPeo_007.mp4,data\preprocessed\features\z_at\7UlSX-syPeo_007.pt,data\preprocessed\features\z_v\7UlSX-syPeo_007.pt,"works. And don't give me a run. Both of these organizations, small and large, value the experience from the other side.",8,1,1,1,1,"works. And don't give me a run. Both of these organizations, small and large, value the experience from the other side.",8,1,1,1,1
7UlSX-syPeo_009,mosei_real,0,mosei_7UlSX-syPeo_009,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7UlSX-syPeo_009.mp4,data\preprocessed\features\z_at\7UlSX-syPeo_009.pt,data\preprocessed\features\z_v\7UlSX-syPeo_009.pt,And the large companies love the broad-based experience that you had in a smaller company. So a lot...,8,1,1,1,1,And the large companies love the broad-based experience that you had in a smaller company. So a lot...,8,1,1,1,1
7UlSX-syPeo_010,mosei_real,0,mosei_7UlSX-syPeo_010,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7UlSX-syPeo_010.mp4,data\preprocessed\features\z_at\7UlSX-syPeo_010.pt,data\preprocessed\features\z_v\7UlSX-syPeo_010.pt,Question I love that from a career development standpoint and it really,8,1,1,1,1,Question I love that from a career development standpoint and it really,8,1,1,1,1
7UlSX-syPeo_014,mosei_real,0,mosei_7UlSX-syPeo_014,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7UlSX-syPeo_014.mp4,data\preprocessed\features\z_at\7UlSX-syPeo_014.pt,data\preprocessed\features\z_v\7UlSX-syPeo_014.pt,But that's a fantastic question for us. Thanks so much.,8,1,1,1,1,But that's a fantastic question for us. Thanks so much.,8,1,1,1,1
7UlSX-syPeo_016,mosei_real,0,mosei_7UlSX-syPeo_016,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7UlSX-syPeo_016.mp4,data\preprocessed\features\z_at\7UlSX-syPeo_016.pt,data\preprocessed\features\z_v\7UlSX-syPeo_016.pt,There's positives and negatives to both sides of things.,8,1,1,1,1,There's positives and negatives to both sides of things.,8,1,1,1,1
7UlSX-syPeo_017,mosei_real,0,mosei_7UlSX-syPeo_017,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7UlSX-syPeo_017.mp4,data\preprocessed\features\z_at\7UlSX-syPeo_017.pt,data\preprocessed\features\z_v\7UlSX-syPeo_017.pt,things. So a big job in a smaller company usually gives you more experience. Your,8,1,1,1,1,things. So a big job in a smaller company usually gives you more experience. Your,8,1,1,1,1
7UlSX-syPeo_019,mosei_real,0,mosei_7UlSX-syPeo_019,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7UlSX-syPeo_019.mp4,data\preprocessed\features\z_at\7UlSX-syPeo_019.pt,data\preprocessed\features\z_v\7UlSX-syPeo_019.pt,So you have to take a little bit more of your own career development on yourself in those smaller companies.,8,1,1,1,1,So you have to take a little bit more of your own career development on yourself in those smaller companies.,8,1,1,1,1
7UlSX-syPeo_020,mosei_real,0,mosei_7UlSX-syPeo_020,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7UlSX-syPeo_020.mp4,data\preprocessed\features\z_at\7UlSX-syPeo_020.pt,data\preprocessed\features\z_v\7UlSX-syPeo_020.pt,Now taking a small job and it can be,8,1,1,1,1,Now taking a small job and it can be,8,1,1,1,1
7ZzbemE4QEE_000,mosei_real,0,mosei_7ZzbemE4QEE_000,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_000.mp4,data\preprocessed\features\z_at\7ZzbemE4QEE_000.pt,data\preprocessed\features\z_v\7ZzbemE4QEE_000.pt,"Hello, my name is James President of JM Equity.",8,1,1,1,1,"Hello, my name is James President of JM Equity.",8,1,1,1,1
7ZzbemE4QEE_001,mosei_real,0,mosei_7ZzbemE4QEE_001,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_001.mp4,data\preprocessed\features\z_at\7ZzbemE4QEE_001.pt,data\preprocessed\features\z_v\7ZzbemE4QEE_001.pt,"of JM equity recovery were located in Deer Park, New York, on Long Island. I don't come into you with the question.",8,1,1,1,1,"of JM equity recovery were located in Deer Park, New York, on Long Island. I don't come into you with the question.",8,1,1,1,1
7ZzbemE4QEE_002,mosei_real,0,mosei_7ZzbemE4QEE_002,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_002.mp4,data\preprocessed\features\z_at\7ZzbemE4QEE_002.pt,data\preprocessed\features\z_v\7ZzbemE4QEE_002.pt,maybe a pale yellow in the kitchen to brush.,8,1,1,1,1,maybe a pale yellow in the kitchen to brush.,8,1,1,1,1
7ZzbemE4QEE_003,mosei_real,0,mosei_7ZzbemE4QEE_003,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_003.mp4,data\preprocessed\features\z_at\7ZzbemE4QEE_003.pt,data\preprocessed\features\z_v\7ZzbemE4QEE_003.pt,"right things up. Number three, fix or replace anything that's",8,1,1,1,1,"right things up. Number three, fix or replace anything that's",8,1,1,1,1
7ZzbemE4QEE_005,mosei_real,0,mosei_7ZzbemE4QEE_005,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_005.mp4,data\preprocessed\features\z_at\7ZzbemE4QEE_005.pt,data\preprocessed\features\z_v\7ZzbemE4QEE_005.pt,"the item. Number four, make any necessary",8,1,1,1,1,"the item. Number four, make any necessary",8,1,1,1,1
7ZzbemE4QEE_006,mosei_real,0,mosei_7ZzbemE4QEE_006,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_006.mp4,data\preprocessed\features\z_at\7ZzbemE4QEE_006.pt,data\preprocessed\features\z_v\7ZzbemE4QEE_006.pt,anything that's necessary but don't over improve that's one of the biggest,8,1,1,1,1,anything that's necessary but don't over improve that's one of the biggest,8,1,1,1,1
7ZzbemE4QEE_007,mosei_real,0,mosei_7ZzbemE4QEE_007,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_007.mp4,data\preprocessed\features\z_at\7ZzbemE4QEE_007.pt,data\preprocessed\features\z_v\7ZzbemE4QEE_007.pt,"one of the biggest problems that people do. They put too much money in, they wind up losing that.",8,1,1,1,1,"one of the biggest problems that people do. They put too much money in, they wind up losing that.",8,1,1,1,1
7ZzbemE4QEE_008,mosei_real,0,mosei_7ZzbemE4QEE_008,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_008.mp4,data\preprocessed\features\z_at\7ZzbemE4QEE_008.pt,data\preprocessed\features\z_v\7ZzbemE4QEE_008.pt,"that end. The only real safe investment, unfortunately.",8,1,1,1,1,"that end. The only real safe investment, unfortunately.",8,1,1,1,1
7ZzbemE4QEE_009,mosei_real,0,mosei_7ZzbemE4QEE_009,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_009.mp4,data\preprocessed\features\z_at\7ZzbemE4QEE_009.pt,data\preprocessed\features\z_v\7ZzbemE4QEE_009.pt,"Unfortunately, paint usually works.",8,1,1,1,1,"Unfortunately, paint usually works.",8,1,1,1,1
7ZzbemE4QEE_012,mosei_real,0,mosei_7ZzbemE4QEE_012,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_012.mp4,data\preprocessed\features\z_at\7ZzbemE4QEE_012.pt,data\preprocessed\features\z_v\7ZzbemE4QEE_012.pt,Don't over improve number five get expert opinions about,8,1,1,1,1,Don't over improve number five get expert opinions about,8,1,1,1,1
7ZzbemE4QEE_013,mosei_real,0,mosei_7ZzbemE4QEE_013,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_013.mp4,data\preprocessed\features\z_at\7ZzbemE4QEE_013.pt,data\preprocessed\features\z_v\7ZzbemE4QEE_013.pt,about pricing. Pricing your houses is the key to,8,1,1,1,1,about pricing. Pricing your houses is the key to,8,1,1,1,1
7ZzbemE4QEE_014,mosei_real,0,mosei_7ZzbemE4QEE_014,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_014.mp4,data\preprocessed\features\z_at\7ZzbemE4QEE_014.pt,data\preprocessed\features\z_v\7ZzbemE4QEE_014.pt,"to a quick sale. If you're too high, if you're too high, you're just gonna sit on the market.",8,1,1,1,1,"to a quick sale. If you're too high, if you're too high, you're just gonna sit on the market.",8,1,1,1,1
7ZzbemE4QEE_015,mosei_real,0,mosei_7ZzbemE4QEE_015,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_015.mp4,data\preprocessed\features\z_at\7ZzbemE4QEE_015.pt,data\preprocessed\features\z_v\7ZzbemE4QEE_015.pt,"Number six, have a great more.",8,1,1,1,1,"Number six, have a great more.",8,1,1,1,1
7ZzbemE4QEE_016,mosei_real,0,mosei_7ZzbemE4QEE_016,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_016.mp4,data\preprocessed\features\z_at\7ZzbemE4QEE_016.pt,data\preprocessed\features\z_v\7ZzbemE4QEE_016.pt,Have a great walking plan. Great walking plan is...,8,1,1,1,1,Have a great walking plan. Great walking plan is...,8,1,1,1,1
7ZzbemE4QEE_019,mosei_real,0,mosei_7ZzbemE4QEE_019,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_019.mp4,data\preprocessed\features\z_at\7ZzbemE4QEE_019.pt,data\preprocessed\features\z_v\7ZzbemE4QEE_019.pt,is get a cash offer. Getting cash offers what we do here at JM equity.,8,1,1,1,1,is get a cash offer. Getting cash offers what we do here at JM equity.,8,1,1,1,1
7ZzbemE4QEE_020,mosei_real,0,mosei_7ZzbemE4QEE_020,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_020.mp4,data\preprocessed\features\z_at\7ZzbemE4QEE_020.pt,data\preprocessed\features\z_v\7ZzbemE4QEE_020.pt,equity recovery we will do all the work for you so you don't have to do a,8,1,1,1,1,equity recovery we will do all the work for you so you don't have to do a,8,1,1,1,1
7ZzbemE4QEE_021,mosei_real,0,mosei_7ZzbemE4QEE_021,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_021.mp4,data\preprocessed\features\z_at\7ZzbemE4QEE_021.pt,data\preprocessed\features\z_v\7ZzbemE4QEE_021.pt,So you don't have to do lift a finger the house is totally as is,8,1,1,1,1,So you don't have to do lift a finger the house is totally as is,8,1,1,1,1
7ZzbemE4QEE_023,mosei_real,0,mosei_7ZzbemE4QEE_023,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_023.mp4,data\preprocessed\features\z_at\7ZzbemE4QEE_023.pt,data\preprocessed\features\z_v\7ZzbemE4QEE_023.pt,as is condition we buy just,8,1,1,1,1,as is condition we buy just,8,1,1,1,1
7ZzbemE4QEE_025,mosei_real,0,mosei_7ZzbemE4QEE_025,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_025.mp4,data\preprocessed\features\z_at\7ZzbemE4QEE_025.pt,data\preprocessed\features\z_v\7ZzbemE4QEE_025.pt,"You might not have the time, typically a sale with real estate takes three to nine months.",8,1,1,1,1,"You might not have the time, typically a sale with real estate takes three to nine months.",8,1,1,1,1
7ZzbemE4QEE_027,mosei_real,0,mosei_7ZzbemE4QEE_027,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_027.mp4,data\preprocessed\features\z_at\7ZzbemE4QEE_027.pt,data\preprocessed\features\z_v\7ZzbemE4QEE_027.pt,It's an attorney state things do,8,1,1,1,1,It's an attorney state things do,8,1,1,1,1
7ZzbemE4QEE_028,mosei_real,0,mosei_7ZzbemE4QEE_028,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_028.mp4,data\preprocessed\features\z_at\7ZzbemE4QEE_028.pt,data\preprocessed\features\z_v\7ZzbemE4QEE_028.pt,do take time. So when we buy your house at JM equity recovery we pay cash.,8,1,1,1,1,do take time. So when we buy your house at JM equity recovery we pay cash.,8,1,1,1,1
7ZzbemE4QEE_031,mosei_real,0,mosei_7ZzbemE4QEE_031,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_031.mp4,data\preprocessed\features\z_at\7ZzbemE4QEE_031.pt,data\preprocessed\features\z_v\7ZzbemE4QEE_031.pt,"all the points I just mentioned. So I hope that answered your question. If you have any other questions, check out my blog.",8,1,1,1,1,"all the points I just mentioned. So I hope that answered your question. If you have any other questions, check out my blog.",8,1,1,1,1
7ZzbemE4QEE_033,mosei_real,0,mosei_7ZzbemE4QEE_033,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_033.mp4,data\preprocessed\features\z_at\7ZzbemE4QEE_033.pt,data\preprocessed\features\z_v\7ZzbemE4QEE_033.pt,like post and you get all the details and they'll summarize it in this video very quickly and bring it down to some some,8,1,1,1,1,like post and you get all the details and they'll summarize it in this video very quickly and bring it down to some some,8,1,1,1,1
7ZzbemE4QEE_035,mosei_real,0,mosei_7ZzbemE4QEE_035,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_035.mp4,data\preprocessed\features\z_at\7ZzbemE4QEE_035.pt,data\preprocessed\features\z_v\7ZzbemE4QEE_035.pt,"clean and clean some more. Even vacant houses, they get dirty.",8,1,1,1,1,"clean and clean some more. Even vacant houses, they get dirty.",8,1,1,1,1
7ZzbemE4QEE_036,mosei_real,0,mosei_7ZzbemE4QEE_036,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_036.mp4,data\preprocessed\features\z_at\7ZzbemE4QEE_036.pt,data\preprocessed\features\z_v\7ZzbemE4QEE_036.pt,"they get dirty, they get dusty. Consider hiring somebody, make it look...",8,1,1,1,1,"they get dirty, they get dusty. Consider hiring somebody, make it look...",8,1,1,1,1
7ZzbemE4QEE_037,mosei_real,0,mosei_7ZzbemE4QEE_037,,,-1,1,1,1,D:\Documents\Programming\Thesis_G10\data\raw\CMU-MOSEI\segments\7ZzbemE4QEE_037.mp4,data\preprocessed\features\z_at\7ZzbemE4QEE_037.pt,data\preprocessed\features\z_v\7ZzbemE4QEE_037.pt,"immaculate. Number two, cultivate a cohesive and neutral",8,1,1,1,1,"immaculate. Number two, cultivate a cohesive and neutral",8,1,1,1,1
